title,author,google_id,recommender,recommender_count,category,publication_date,pages
Life Is Elsewhere,Milan Kundera,BahkPwAACAAJ,Neil Strauss,1,Fiction,2000,261
Life Is So Good,George Dawson,UWiUUxOrJqEC,George Raveling,1,Biography & Autobiography,2013,288
Life Is What You Make It,Peter Buffett,a1537l253csC,Bill Gates|Warren Buffett,2,Biography & Autobiography,2011,257
Life at the Bottom,Theodore Dalrymple,GR5vAAAAQBAJ,Jordan Peterson,1,Social Science,2003,256
Life in the English Country House,Mark Girouard,8KmrdrHhZusC,Paul Graham,1,History,1978,344
Life on the Edge,Johnjoe McFadden,BirqBQAAQBAJ,Vinod Khosla,1,Science,2015,368
Lifespan,David Sinclair,bY6zyQEACAAJ,Vinod Khosla,1,,2019,132
Light in August,William Faulkner,eldXAAAAYAAJ,Oprah Winfrey,1,Fiction,1987,188
Lights Out,Ted Koppel,DGbaCwAAQBAJ,Kaskade,1,Political Science,2015,279
Limitless,Ajaz Ahmed,ME-JAwAAQBAJ,Richard Branson,1,Business & Economics,2015,304
Limits to Growth,Donella H. Meadows,gU7h7UccUJ8C,Bill Gates,1,Economic development,2004,363
Limping on Water,Philip Beuth,JPSHjgEACAAJ,Warren Buffett,1,,2015,360
Lincoln,Gore Vidal,xhdB9Wk1tJEC,David Sabatini,1,French language,1985,686
Lincoln in the Bardo,George Saunders,Ldd7DwAAQBAJ,Bill Gates,1,Fiction,2019,400
Liquid Life,Zygmunt Bauman,eKrhrXBFNdEC,Esther Perel,1,Social Science,2005,164
Little Brother,Cory Doctorow,QF2HvH4vykMC,Seth Godin,1,Fiction,2013,400
Little House in the Big Woods,Laura Ingalls Wilder,5t-XDwAAQBAJ,Gretchen Rubin,1,Juvenile Fiction,2019,254
Little Moments of Love,Catana Chetwynd,c-BUDwAAQBAJ,Ryan Hoover,1,Comics & Graphic Novels,2018,160
"Little Science, Big Science...and Beyond",Derek J.De Solla Price,b5P3sgEACAAJ,Jordan Peterson,1,,1969,118
Little Women,Louisa May Alcott,v0iuYlsc8EIC,J.K. Rowling,1,Fiction,1998,528
Live Your Truth,Kamal Ravikant,t9_SngEACAAJ,Naval Ravikant,1,Happiness,2013,140
Lives of Girls and Women,Alice Munro,zoY_pMA6ea0C,Cheryl Strayed,1,Fiction,2011,288
Living Forward,Michael Hyatt,uAw_CgAAQBAJ,"Mike Maples, Jr.",1,Business & Economics,2016,208
Living with a SEAL,Jesse Itzler,oyb3BgAAQBAJ,Cory Booker|Marc Andreessen,2,Biography & Autobiography,2015,256
Living within Limits,Garrett Hardin,oA9-TUK3TrkC,Charlie Munger,1,Philosophy,1995,352
Lolita,Vladimir Nabokov,S0lVyYcw8tsC,Ev Williams|J.K. Rowling,2,Fiction,2012,336
London Labour and the London Poor,Henry Mayhew,G4oBAAAAQAAJ,Neil Gaiman,1,,1861,
Lone Survivor,Marcus Luttrell,eQflBgAAQBAJ,Larry Ellison|Marc Andreessen,2,,2007,
Long Walk to Freedom,Nelson Mandela,_ewvL93kFx4C,Barack Obama|Richard Branson,2,Political Science,2013,784
Longitude,Dava Sobel,4Yj8-1xrt6YC,Patrick Collison|Richard Branson,2,History,2011,208
Look to Windward,Iain M. Banks,HovpJmfv4wAC,Elon Musk|Stewart Brand,2,Fiction,2002,483
Loonshots,Safi Bahcall,cZ9aDwAAQBAJ,Keith Rabois|Vinod Khosla,2,Business & Economics,2019,304
Lord of Light,Roger Zelazny,7qtUPwAACAAJ,Naval Ravikant|Neil Gaiman,2,"Science fiction, American",2010,304
Lord of the Flies,William Golding,DKU1EsmnpMQC,Ev Williams|Jordan Peterson|Scott Belsky,3,Fiction,2012,256
Lost Ocean,Johanna Basford,eOfYCwAAQBAJ,Richard Branson,1,Art,2015,80
Louise Bourgeois,Louise Bourgeois,VgBKAQAAIAAJ,Caterina Fake,1,Art,1998,105
Love & Respect,Emerson Eggerichs,yIOwfHhj_v8C,Dave Ramsey,1,Family & Relationships,2003,280
Love Letters to the Dead,Ava Dellaira,RwsSBgAAQBAJ,Emma Watson,1,Juvenile Fiction,2014,288
Love Warrior,Glennon Doyle,4qQyDwAAQBAJ,Oprah Winfrey,1,Biography & Autobiography,2017,304
Love You Forever,Robert Munsch,7ep09WAFbDwC,Evan Goldberg,1,Juvenile Fiction,1986,32
"Love Your Life, Not Theirs",Rachel Cruze,lMeSDwAAQBAJ,Dave Ramsey,1,Business & Economics,2016,272
Love Yourself Like Your Life Depends On It,Kamal Ravikant,c1efDwAAQBAJ,"Mike Maples, Jr.|Naval Ravikant",2,Self-Help,2020,224
Love in the Time of Cholera,Gabriel Garcia Marquez,Oa3MBwAAQBAJ,Oprah Winfrey,1,,1985,
Loving Every Child,Janusz Korczak,jIJEDAAAQBAJ,Tim O’Reilly,1,Family & Relationships,2016,84
Lucky Fish,Aimee Nezhukumatathil,xjGfcQAACAAJ,Rolf Potts,1,Biography & Autobiography,2011,79
Lud-in-the-Mist,Hope Mirrlees,KuIMM_8WwkwC,Neil Gaiman,1,Fiction,2007,292
Lulu's Provençal Table,Richard Olney,88SIDwAAQBAJ,Samin Nosrat,1,Cooking,2013,176
Lying,Sam Harris,aVz_BgAAQBAJ,A.J. Jacobs|Brian Armstrong|Elon Musk|Tim Ferriss|Vinod Khosla,5,Philosophy,2013,108
Macbeth,William Shakespeare,6vFDY3o_bCgC,J.K. Rowling,1,,1876,266
Machete Season,Jean Hatzfeld,o1PKXJBO6vMC,Jocko Willink|Sam Harris,2,History,2006,272
Machines Who Think,Pamela McCorduck,uIBhygEACAAJ,Lex Fridman,1,,2019,600
Machines of Loving Grace,John Markoff,DTW5jgEACAAJ,Stewart Brand,1,History,2016,
Made In America,Sam Walton,5ym_S0pa_L0C,Jeff Bezos,1,Biography & Autobiography,1993,346
Made to Stick,Chip Heath,Yfp79AAohiMC,Brian Armstrong,1,Business & Economics,2007,336
"Mae West on Sex, Health, and ESP",Mae West,u1FpAAAACAAJ,Dita Von Teese,1,Extrasensory perception,1975,237
Magic Mushrooms Around the World,Jochen Gartz,B2spvgAACAAJ,Hamilton Morris,1,"Mushrooms, Hallucinogenic",1996,136
Magicians of the Gods,Graham Hancock,8iLVCQAAQBAJ,Aubrey Marcus,1,"Body, Mind & Spirit",2015,528
Maisy Mouse Collection,Lucy Cousins,TAsUAQAAMAAJ,Paul Graham,1,Juvenile Fiction,2004,16
Makam,Karl L. Signell PhD,JHMHAQAAMAAJ,Eric Weinstein,1,Music,1977,200
Make Me,Lee Child,nTGiBQAAQBAJ,Malcolm Gladwell,1,Fiction,2015,512
Makers,Cory Doctorow,Hgvi3wyYzkcC,Seth Godin,1,Businesspeople,2010,432
Makers and Takers,Rana Foroohar,wZAxDwAAQBAJ,Tim O’Reilly,1,Business & Economics,2017,400
Making Sense of People,Samuel Barondes,cehUbzsk-jsC,Graham Duncan,1,Self-Help,2011,256
Making the Modern World,Vaclav Smil,aZUzAQAAQBAJ,Bill Gates,1,Technology & Engineering,2013,248
Man 2.0: Engineering the Alpha,John Romaniello,_lLRcfhyTfYC,Terry Crews,1,Health & Fitness,2013,288
Man Who Sold the Moon,Robert Heinlein,fAekBQAAQBAJ,Peter Diamandis,1,Fiction,2014,249
Man of War,Sean Parnell,CLZFDwAAQBAJ,Jocko Willink,1,Fiction,2018,448
Man's Search for Meaning,Viktor E. Frankl,8SERAAAAQBAJ,Aniela Gregorek|Bryan Johnson|Chelsea Handler|Chip Conley|Daniel Pink|Dave Elitch|David Blaine|Dustin Moskovitz|Emma Watson|Esther Perel|Ev Williams|Fedor Holz|Jimmy Fallon|Jocko Willink|Jordan Peterson|Maria Popova|Michael Gervais|Naval Ravikant|Ryan Holiday|Terry Crews|Tony Robbins|Turia Pitt,22,Psychology,2006,168
Managing,Harold Geneen,IxSUPwAACAAJ,Marc Benioff,1,Business & Economics,1993,297
Mandela's Way,Richard Stengel,V2kr0gIIMdAC,Richard Branson,1,Self-Help,2009,243
Manhattan Beach,Jennifer Egan,pFU3DwAAQBAJ,Gretchen Rubin,1,Fiction,2017,448
Manifesto for a Moral Revolution,Jacqueline Novogratz,JnGVDwAAQBAJ,Chris Anderson,1,Business & Economics,2020,256
Manxmouse,Paul Gallico,z5iPygAACAAJ,J.K. Rowling,1,Adventure and adventurers,2012,253
Mao,Jung Chang,ZyhQAAAACAAJ,Richard Branson,1,China,2006,843
Map and Territory,Eliezer Yudkowsky,hPW_vwEACAAJ,Liv Boeree,1,,2018,
Maps of Meaning,Jordan Peterson,jp2Z5BW2AF8C,Jocko Willink,1,Psychology,2002,564
Marine!,Burke Davis,vG2LCwAAQBAJ,Jocko Willink,1,Biography & Autobiography,2016,369
Markings,Dag Hammarskjold,Xv2QPwAACAAJ,Kara Swisher,1,Statesmean,1997,148
Marriage,Susan Ferrier,IVWTD4_5ClMC,Paul Graham,1,,1825,
Master of the Game,Connie Bruck,w-rIDwAAQBAJ,Charlie Munger,1,Biography & Autobiography,2020,416
Mastering the Core Teachings of the Buddha,Daniel Ingram,B99hDwAAQBAJ,Naval Ravikant,1,"Body, Mind & Spirit",2018,800
Masters of Doom,David Kushner,yyaxyKjyp2YC,Alexis Ohanian|Patrick Collison,2,Biography & Autobiography,2004,339
Masters of the Word,William J. Bernstein,C3vGAgAAQBAJ,Nick Szabo,1,History,2013,448
Mastery,George Leonard,HkvqUOO5g4QC,Ev Williams|Maurice Ashley|Terry Laughlin|Tim Ferriss,4,Self-Help,1991,176
Mastery,Robert Greene,ObtCSg3BZBIC,Aubrey Marcus|Mark Hart|Ryan Holiday,3,Business & Economics,2012,612
"Math, Better Explained",Kalid Azad,kS1UjwEACAAJ,Naval Ravikant,1,,2015,98
Mating,Norman Rush,vezTAAAAQBAJ,Ev Williams,1,Fiction,2013,
Mating in Captivity,Esther Perel,h5Yh9ExByMkC,Dan Engle,1,Health & Fitness,2012,272
Matter,Iain M. Banks,4MrHCamY_GEC,Elon Musk,1,Fiction,2009,624
Matterhorn,Karl Marlantes,Lmv9yDJhxGQC,Patrick Collison,1,Fiction,2010,598
Maverick,Ricardo Semler,zzm8lLrTq6sC,David Heinemeier Hansson,1,Businesspeople,2001,336
Mawson's Will,Lennard Bickel,mrvLiS3fvTgC,Chelsea Handler,1,History,2011,272
Maxims,François duc de La Rochefoucauld,tOc_AQAAMAAJ,Neil Strauss,1,Maxims,1749,198
Maxims and Reflections,Johann Wolfgang von Goethe,3ytnCQAAQBAJ,Ed Cooke,1,,1893,213
McMafia,Misha Glenny,LlaciGnL4uEC,Vinod Khosla,1,Organized crime,2009,426
Me Talk Pretty One Day,David Sedaris,MPNS0j-kGwcC,Ev Williams,1,Humor,2010,288
Meaningful Work,Shawn Askinosie,XqonDgAAQBAJ,Seth Godin,1,Business & Economics,2017,224
Measure What Matters,John Doerr,u2NDDwAAQBAJ,Bill Gates|Dustin Moskovitz|Jim Collins|Larry Page|Reid Hoffman|Walter Isaacson,6,Business & Economics,2018,320
Medieval Civilization,Jacques Le Goff,nIjgBocF_PEC,Stewart Brand,1,History,1991,448
Medieval Technology and Social Change,Lynn White,xa7zPNkxswQC,Patrick Collison|Paul Graham,2,Biography & Autobiography,1962,194
Meditation in Action,Chogyam Trungpa,UbgVrUusaRIC,Steve Jobs,1,Religion,2010,112
Meditation within Eternity,Eric Pepin,RC6ZMQEACAAJ,Dorian Yates,1,Meditation,2012,161
Meditations,Marcus Aurelius,24a_o-VJvGsC,Arianna Huffington|Chip Conley|Jack Dorsey|Naval Ravikant|Neil Strauss|Ryan Holiday|Stewart Brand,7,Philosophy,2002,256
Meetings with Remarkable Men,G. I. Gurdjieff,YjLxAwAAQBAJ,Steve Jobs,1,Biography & Autobiography,2015,304
Memoirs of My Life,Edward Gibbon,juAkAINmcP0C,Paul Graham,1,Biography & Autobiography,1984,237
Memoirs of a Geisha,Arthur Golden,SOM54qQ6BgkC,Alice Little,1,Fiction,1999,448
Memoirs or Chronicle of the Fourth Crusade and the Conquest of Constantinople,Geoffrey de Villehardouin,MynKDwAAQBAJ,Paul Graham,1,History,2020,96
"Memories, Dreams, Reflections",Carl Jung,g1TXQwAACAAJ,Arianna Huffington|Gretchen Rubin,2,Conscience,1995,448
Memory of the World,UNESCO,FUAohvfsvrEC,Stewart Brand,1,Business & Economics,2012,607
Memos from the Chairman,Alan C. Greenberg,GYEiAQAAMAAJ,Jeff Bezos,1,Business & Economics,1997,156
Men Against Fire,S.L. A. Marshall,rsfA3LkUsTYC,Jocko Willink,1,Psychology,2012,224
Men Explain Things to Me,Rebecca Solnit,unDkwgEACAAJ,Chelsea Handler,1,Humor,2019,176
Men at Arnhem,Geoffrey Powell,4gWSAwAAQBAJ,Jocko Willink,1,History,1990,216
"Men, Machines, and Modern Times",Elting E. Morison,0NsPDQAAQBAJ,Patrick Collison,1,Social Science,2016,344
Mental Toughness Training for Sports,James E. Loehr,QZprAAAACAAJ,Tim Ferriss,1,Sports & Recreation,1986,190
Mephistopheles,Jeffrey Burton Russell,1TMF6-5b4XkC,Jordan Peterson,1,Religion,1990,333
Merchants of Doubt,Naomi Oreskes,CrtoNFTuPwwC,Elon Musk,1,Science,2011,368
Metamagical Themas,Douglas Hofstadter,NSpMDQAAQBAJ,Patrick Collison,1,Psychology,2008,880
Metaphors We Live By,George Lakoff,r6nOYYtxzUoC,Nick Szabo|Tristan Harris,2,Language Arts & Disciplines,2008,256
Metropolis,Philip Kerr,ykN-tQEACAAJ,Lewis Cantley,1,Berlin (Germany),2019,400
Microbe Hunters,Paul de Kruif,Ds5-KGdMa9YC,Jonathan Eisen,1,Medical,2002,372
Microserfs,Douglas Coupland,Iodt2MFYSGUC,Ev Williams,1,Fiction,2011,400
Middlesex,Jeffrey Eugenides,Bzg8AAAAIAAJ,Oprah Winfrey,1,,,
Midnight's Children,Salman Rushdie,S2u3hqmYCvkC,Lisa Ling|Patrick Collison,2,Fiction,2011,647
Midwives,Chris Bohjalian,JTyAcjYXi_cC,Oprah Winfrey,1,Fiction,2002,384
Mila 18,Leon Uris,mvVQgpzmpe0C,Ben Shapiro,1,Fiction,2011,576
Military Misfortunes,Eliot A. Cohen,zn1tBEKLb2wC,Stewart Brand,1,History,2012,320
Million Dollar Consulting,Alan Weiss,lC5xGbQTcVcC,Noah Kagan,1,Business & Economics,2002,292
Mind,Daniel J. Siegel M.D.,lF-BA_cdEO0C,Jack Kornfield,1,Psychology,2012,506
Mind Games,Michael Powell,XG7qmgEACAAJ,Jocko Willink,1,Games,2013,143
Mind Gym,Gary Mack,arDM9Zbd1ZwC,Michael Gervais,1,Sports & Recreation,2002,240
Mind Wide Open,Steven Johnson,Ojttc1nru7sC,Ev Williams,1,Science,2004,288
Mind-Body Problem,Rebecca Goldstein,Ahy_AQAACAAJ,Patrick Collison,1,,1985,303
Mindful Design,Scott Riley,oYR-DwAAQBAJ,Ryan Hoover,1,Computers,2018,359
Mindfulness,Ellen J. Langer,OW0fDgAAQBAJ,Dave Elitch,1,Self-Help,2017,144
Mindfulness,Mark Williams,aV_YAAAAQBAJ,Will MacAskill,1,"Body, Mind & Spirit",2012,288
Mindfulness for Beginners,Jon Kabat-Zinn,Ogk7DwAAQBAJ,Ev Williams,1,,,
Mindfulness in Plain English,Henepola Gunaratana,nY9j66he0NkC,Vinod Khosla,1,Philosophy,2011,224
Mindless Eating,Brian Wansink Ph.d.,hWolLeVb3lwC,Ramit Sethi,1,Health & Fitness,2010,292
Mindset,Carol S. Dweck,Pff9Xzpsj4oC,Bill Gates|Dustin Moskovitz|Ev Williams|Josh Waitzkin|Tobi Lütke|Tony Robbins,6,Psychology,2006,277
Mindstorms,Seymour A. Papert,LVU_zQEACAAJ,Patrick Collison,1,Education,2020,304
Mindwise,Nicholas Epley,aySODQAAQBAJ,Derek Sivers,1,BUSINESS & ECONOMICS,2015,272
Miracle Fruit,Aimee Nezhukumatathil,ZihbAAAAMAAJ,Rolf Potts,1,Poetry,2003,75
Missoula,Jon Krakauer,ICzZCwAAQBAJ,Jimmy Chin,1,True Crime,2016,416
Moab Is My Washpot,Stephen Fry,26gJAAAACAAJ,Paul Graham,1,Biography & Autobiography,1999,366
Moby Dick,Herman Melville,XV8XAAAAYAAJ,Steve Jobs,1,Adventure stories,1892,545
Models of My Life,Herbert A Simon,dFgwBQAAQBAJ,Charlie Munger,1,Biography & Autobiography,1996,415
Modern Elementary Particle Physics,Gordon Kane,54PuDQAAQBAJ,Eric Weinstein,1,Science,2017,256
Modern Engineering for Design of Liquid Propellant Rocket Engines,Dieter K Huzel,TKdIbLX51NQC,Elon Musk,1,Liquid propellant rocket engines,1992,425
Modern Geometry ― Methods and Applications,B.A. Dubrovin,tlzc7xXYKd8C,Eric Weinstein,1,Mathematics,1985,432
Modern Man In Search of a Soul,Carl Jung,U6lMnx8AQsYC,Jordan Peterson,1,Jungian psychology,2001,250
Modern Operating Systems,Andrew S Tanenbaum,3PM5ngEACAAJ,Patrick Collison,1,Operating systems (Computers).,2009,1072
Modern Romance,Aziz Ansari,MP11DgAAQBAJ,Emma Watson,1,Literary Collections,2017,288
Modern Times,Paul Johnson,Le-sxf8U5p0C,Ben Shapiro,1,History,2001,880
Modernist Cuisine,Nathan Myhrvold,vymjpwAACAAJ,Bill Gates,1,,2011,2440
Mohammed and Charlemagne,Henri Pirenne,zLGeWH7WPmUC,Paul Graham,1,Religion,2013,296
Molecular Biology of the Cell,Bruce Alberts,jK6UBQAAQBAJ,Alan Kay,1,Science,2017,1464
Molecular Biology of the Gene,James D. Watson,BjuXMgEACAAJ,Alan Kay,1,Medical,2014,872
Mom & Me & Mom,Maya Angelou,2kdWtTrKFxMC,Emma Watson,1,,2005,92
Mona Lisa Overdrive,William Gibson,QojrNYyGMyEC,Adam Savage,1,Fiction,2012,320
Money Changes Everything,William N. Goetzmann,MeTgCgAAQBAJ,Nick Szabo,1,Business & Economics,2016,600
Money Well Spent,Paul Brest,QIj7tj3vKCYC,Bill Gates,1,Business & Economics,2010,304
Moneyball,Michael Lewis,oIYNBodW-ZEC,Ev Williams,1,Sports & Recreation,2004,320
Moonwalking with Einstein,Joshua Foer,pLkShhZ4WxAC,Bill Gates|Chelsea Handler|Tim Ferriss,3,Memory,2012,307
Moorish Spain,Richard Fletcher,wrMG-LfuU7oC,Paul Graham,1,History,2006,189
Moral Mazes,Robert Jackall,qVupDVBhfUsC,Patrick Collison,1,Political Science,1989,249
Moranifesto,Caitlin Moran,5RnJCwAAQBAJ,Emma Watson,1,Literary Collections,2016,352
More Heat than Light,Philip Mirowski,rmVhZnHId-oC,Eric Weinstein,1,Business & Economics,1991,450
More Money Than God,Sebastian Mallaby,SuAkejQbpdIC,Tim Ferriss,1,Business & Economics,2011,496
More from Less,Andrew McAfee,TLiuDwAAQBAJ,Marc Andreessen,1,Business & Economics,2019,352
Mortal Questions,Thomas Nagel,7T1dAAAAQBAJ,Sam Harris,1,Philosophy,2012,
Mortal Republic,Edward J. Watts,zdRLyQEACAAJ,Evan Spiegel,1,History,2020,352
Mother Night,Kurt Vonnegut,k7xUPgAACAAJ,Derek Sivers,1,Nazi propaganda,1992,192
Mother of Pearl,Melinda Haynes,bV4MYgEACAAJ,Oprah Winfrey,1,Fiction,1999,464
Mountain Light,Galen Rowell,vvfQQgAACAAJ,Adam Gazzaley,1,Nature,1995,224
Mountains Beyond Mountains,Tracy Kidder,sgJCn-K3xcMC,Bill Gates|Rainn Wilson|Richard Branson,3,Biography & Autobiography,2011,447
Mucusless Diet Healing System,Arnold Ehret,mcI_vaeMMxMC,Steve Jobs,1,,2000,194
Multipliers,Liz Wiseman,kF26e_S6l_cC,Dustin Moskovitz,1,Business & Economics,2010,3
Musashi,Eiji Yoshikawa,kl4qDwAAQBAJ,Jimmy Chin|Jocko Willink,2,Fiction,2012,984
Musicophilia,Oliver Sacks,8ErjswEACAAJ,Aniela Gregorek|Justin Boreta|Tim Ferriss,3,,2018,464
My 60 Memorable Games,Bobby Fischer,Whm_CAAAQBAJ,Adam Robinson,1,Crafts & Hobbies,2012,300
My American Journey,Colin Powell,Bf4up--WyzMC,Ben Horowitz,1,Biography & Autobiography,2010,656
My Family and Other Animals,Gerald Durrell,Dm4dDQAAQBAJ,Paul Graham,1,Biography & Autobiography,2016,312
My Father's Glory & My Mother's Castle,Marcel Pagnol,aNa1JAAACAAJ,Eric Ripert,1,,1991,352
My Forty Years with Ford,Charles E Sorensen,fv9WPvAXpGMC,Paul Graham,1,Biography & Autobiography,2006,345
My Inventions,Nikola Tesla,aisnk03zsZYC,Larry Page,1,Biography & Autobiography,2007,60
My Life on the Road,Gloria Steinem,712WBgAAQBAJ,Emma Watson|Karlie Kloss,2,Biography & Autobiography,2015,352
My Stroke of Insight,Jill Bolte Taylor,oGIleQI257AC,Ray Dalio,1,Biography & Autobiography,2009,300
Mysterium Coniunctionis,Carl Jung,yzcTAQAAMAAJ,Jordan Peterson,1,Alchemy,1976,
Mysticism Sacred and Profane,R. C. Zaehner,qvRWswEACAAJ,Stanislav Grof,1,,1978,256
Myth and Reality,Mircea Eliade,CaIUAAAAQBAJ,Jordan Peterson,1,Social Science,1998,204
Myth of the Machine,Lewis Mumford,ODBkAQAACAAJ,Patrick Collison,1,Technological civilization,1967,
Mythology,Edith Hamilton,H8cjDwAAQBAJ,Alan Kay,1,History,2017,384
Myths Dreams and Mysteries,Mircea Eliade,SBwHyAEACAAJ,Jordan Peterson,1,Dreams,1967,254
Myths and Facts,Mitchell G. Bard,43QbMQAACAAJ,Ben Shapiro,1,Arab-Israeli conflict,2016,400
Naked,David Sedaris,XHiTxMTBI88C,David Blaine,1,Biography & Autobiography,2010,352
Naked Statistics,Charles Wheelan,kNqEnAEACAAJ,Keith Rabois,1,Mathematics,2014,304
Napoleon,Vincent Cronin,jQOq8Cb6h8wC,Larry Ellison,1,France,2009,480
Narrow Road to the Interior,Matsuo Basho,OIWZBAAAQBAJ,Rainn Wilson,1,Poetry,2006,136
National Geographic Field Guide to the Birds of North America,Jon L. Dunn,AKFk7ONhk7oC,Jonathan Eisen,1,Nature,2011,574
Natural Born Heroes,Christopher McDougall,pQnTCwAAQBAJ,Laird Hamilton,1,Health & Fitness,2016,352
Natural Capitalism,Paul Hawken,47bSS5RhvgcC,Ashton Kutcher|Joe Gebbia,2,Business,1999,396
Nature Via Nurture,Matt Ridley,LWXkloKInqAC,Naval Ravikant,1,Science,2011,352
Navy SEAL Dogs,Mike Ritland,yXYiUtjgXAIC,Jocko Willink,1,Young Adult Nonfiction,2013,208
Necessary Endings,Henry Cloud,LodQVckS0LkC,Dave Ramsey,1,Business & Economics,2011,256
Necessary Illusions,Noam Chomsky,VT3NFACu8IsC,Eric Weinstein,1,Brainwashing,1989,422
Neon Vernacular,Yusef Komunyakaa,1nclTH1WxScC,Ta-Nehisi Coates,1,Poetry,1993,178
Nerve,Eva Holland,TwtBzQEACAAJ,Alex Honnold,1,,2020,320
Neural Darwinism,Gerald Edelman,hOdqAAAAMAAJ,Art De Vany,1,Psychology,1987,371
Neuromancer,William Gibson,MMXWjgEACAAJ,Adam Savage|Naval Ravikant|Tim Ferriss,3,,2016,352
Neuropsychedelia,Nicolas Langlitz,XCDQKZoU8mgC,Hamilton Morris,1,Social Science,2013,316
Never Eat Alone,Keith Ferrazzi,N_XIEQmc9YcC,Ramit Sethi,1,Business & Economics,2005,320
Never Go Back,Lee Child,quLcDAAAQBAJ,Malcolm Gladwell,1,Fiction,2016,400
Never Split the Difference,Chris Voss,PkPRswEACAAJ,Dustin Moskovitz,1,Business & Economics,2018,288
Nevertheless,Alec Baldwin,eE6oDAAAQBAJ,Larry King,1,Biography & Autobiography,2017,288
New and Selected Poems,Mary Oliver,VVpVAQAAQBAJ,Cheryl Strayed,1,Poetry,2006,192
News of a Kidnapping,Gabriel García Márquez,p7iFBAAAQBAJ,Lisa Ling,1,Biography & Autobiography,2014,304
Nexus,Ramez Naam,AUyzBgAAQBAJ,Naval Ravikant,1,Fiction,2012,
Night,Elie Wiesel,mRTCswEACAAJ,Oprah Winfrey,1,Biography & Autobiography,2013,144
Night School,Lee Child,PykwCwAAQBAJ,Malcolm Gladwell,1,Fiction,2016,384
Night Sky with Exit Wounds,Ocean Vuong,yHEfDAAAQBAJ,Tim Ferriss,1,Poetry,2016,70
Night Train to Lisbon,Pascal Mercier,FMLFDiIeYyoC,Tim O’Reilly,1,Fiction,2008,470
Nightmare in Pink,John D. MacDonald,bcup70w4uKoC,Mike Rowe,1,Fiction,2013,224
Nights at the Circus,Angela Carter,WniK3FSfREIC,Emma Watson,1,Fiction,2012,368
Nine Pints,Rose George,5G7bvgEACAAJ,Bill Gates,1,Science,2019,368
Nine Stories,J. D. Salinger,DGCjDwAAQBAJ,Ben Stiller,1,Fiction,2019,320
Nixon Agonistes,Garry Wills,5cVKKLSC788C,Patrick Collison,1,Biography & Autobiography,2002,617
Nixonland,Rick Perlstein,dM_enWzoghoC,Patrick Collison,1,History,2010,896
No B.S. Marketing to the Affluent,Dan S. Kennedy,PasVuQEACAAJ,Ramit Sethi,1,Business & Economics,2019,260
No Easy Day,Mark Owen,K1wNDJIqUFUC,Paul Graham,1,Biography & Autobiography,2012,336
No Filter,Sarah Frier,mcjcDwAAQBAJ,Casey Neistat,1,Business & Economics,2020,352
No Future Without Forgiveness,Desmond Tutu,1mHVXIva80AC,Richard Branson,1,Biography & Autobiography,2012,256
No Logo,Naomi Klein,Yq_WAUXqRAEC,Richa Chadha,1,Business & Economics,2009,512
No Man's Land,Doug Tatum,1UsdZO69sAoC,Sophia Amoruso,1,Business & Economics,2007,245
No bullshit guide to math and physics,Ivan Savov,mPcXBQAAQBAJ,Naval Ravikant,1,Mathematics,2014,445
Nonstop Metropolis,Rebecca Solnit,pdElDQAAQBAJ,Laura R Walker,1,Social Science,2016,232
Nonviolent Communication,Marshall B. Rosenberg,bTgQrgEACAAJ,Dustin Moskovitz|Esther Perel|Neil Strauss|Tim Ferriss,4,Psychology,2015,264
Nonzero,Robert Wright,Nn0RYkAznY0C,Ev Williams|Nick Thompson,2,History,2001,435
Normal People,Sally Rooney,kwBlDwAAQBAJ,Taylor Swift,1,Fiction,2019,288
Not Afraid,Daniele Bolelli,C1hOBwAAQBAJ,Aubrey Marcus,1,Biography & Autobiography,2015,288
Not Even Wrong,Peter Woit,pKKhVG5Bk5YC,Eric Weinstein,1,Science,2011,304
